Name,Grade Level,PhysicsScore,BiologyScore,MathematicsScore,EnglishScore,SportsParticipation,SportsAchievements,ExtracurricularActivities,LeadershipRole,CareerAspiration,STEMPathway
Rose Kibet, 7,50,77,,75,0,School Level,Drama Club,Club Leader,Engineer,0
Peter Njoroge, 9,91,93,70,69,1,County Level,Debate Club,Club Leader,Teacher,0
Stephen Njoroge, 6,59,65,82,56,1,0ne,Debate Club,Class Representative,Pharmacist,0
Elijah Juma, 6,83,93,,60,0,0ne,Music Club,Class Representative,Engineer,0
Dorcas Onyango, 12,98,59,87,68,0,School Level,0ne,Class Representative,Surgeon,0
Mercy Kibera, 10,98,70,87,62,1,County Level,0ne,,Musician,0
Brenda Ochieng, 7,86,,93,75,0,County Level,Drama Club,,Surgeon,1
Irene Kimeu, 8,82,69,58,68,1,0ne,Debate Club,Class Representative,Artist,1
Brenda Mutiso, 10,63,,100,99,0,School Level,Art Club,Club Leader,Teacher,1
Henry Njoroge, 6,67,52,,59,1,School Level,Debate Club,,Accountant,1
Mercy Mutiso, 11,96,99,,66,1,National Level,Music Club,Class Representative,Surgeon,1
Mercy Nyakundi, 9,90,74,81,70,1,County Level,Science Club,,Engineer,0
Kennedy Ngoya, 12,58,71,78,98,0,National Level,Science Club,,Lawyer,1
Fredrick Makori, 11,62,67,67,64,0,0ne,Art Club,,Lawyer,0
David Achieng, 12,73,,95,64,0,National Level,Art Club,Class Representative,Engineer,1
Stephen Kimeu, 8,83,87,79,67,0,County Level,Debate Club,Club Leader,Artist,0
Ann Kigen, 7,80,64,56,99,0,School Level,Science Club,Class Representative,Data Scientist,0
Lucy Kirui, 8,55,71,80,88,0,County Level,Art Club,Club Leader,Surgeon,1
Henry Ngoya, 7,,94,,80,0,0ne,0ne,Club Leader,Athlete,1
Brenda Mutiso, 10,58,84,59,70,1,National Level,Drama Club,Class Representative,Pilot,0
Nelson Kirui, 6,97,68,,,0,School Level,0ne,,Artist,1
Faith Kibet, 12,63,78,70,95,0,0ne,Art Club,Club Leader,Engineer,0
Hannah Kiprop, 12,92,94,62,71,0,School Level,0ne,Club Leader,Teacher,1
Ann Wambui, 8,60,100,65,65,1,0ne,Drama Club,,Doctor,1
Eliud Ngoya, 10,90,92,75,,1,National Level,Drama Club,Class Representative,Engineer,1
Stella Otieno, 6,92,69,54,85,0,0ne,Music Club,Class Representative,Athlete,1
Samuel Wambui, 7,67,50,54,62,1,National Level,Art Club,,Athlete,0
John Mwende, 7,51,67,83,56,0,County Level,Drama Club,Club Leader,Accountant,0
Mercy Kiprop, 7,65,52,75,71,0,County Level,Debate Club,,Pilot,1
Jacinta Nyakundi, 8,97,63,,59,1,0ne,Music Club,Class Representative,Pharmacist,0
Andrew Nyambura, 10,56,71,61,81,0,0ne,Drama Club,,Artist,1
Ann Rono, 6,83,,54,59,1,County Level,Art Club,,Artist,1
Eliud Oduor, 8,72,86,51,58,1,National Level,Music Club,,Accountant,0
Samuel Chege, 6,75,68,89,93,0,National Level,Music Club,,Surgeon,0
Beatrice Mutua, 6,65,69,72,98,1,0ne,Art Club,Class Representative,Accountant,1
Faith Mutiso, 10,82,99,,91,1,0ne,Music Club,,Athlete,1
Kennedy Kimeu, 7,51,82,52,65,1,County Level,Music Club,Club Leader,Doctor,0
David Mwende, 12,52,,52,65,0,School Level,0ne,Club Leader,Data Scientist,1
Joseph Achieng, 7,85,60,,,1,County Level,Debate Club,Club Leader,Doctor,1
Samuel Wanjiku, 10,,62,97,59,0,0ne,Drama Club,Class Representative,Engineer,0
Esther Otieno, 11,,98,76,74,1,National Level,Drama Club,Club Leader,Musician,0
Henry Chirchir, 12,,93,73,72,0,National Level,Art Club,,Surgeon,0
Stella Kariuki, 10,97,80,,54,0,County Level,0ne,Club Leader,Accountant,0
Alex Kariuki, 8,63,77,85,62,1,County Level,Music Club,Class Representative,Data Scientist,0
John Chirchir, 11,,56,54,80,1,National Level,Art Club,Class Representative,Doctor,1
Brenda Simiyu, 9,89,72,90,63,1,County Level,Science Club,Class Representative,Musician,0
Ann Juma, 6,69,99,55,84,1,School Level,Art Club,Class Representative,Artist,0
Alex Wangechi, 12,57,80,67,71,1,County Level,Music Club,,Pharmacist,0
Lilian Wangechi, 10,98,53,52,90,1,0ne,0ne,,Lawyer,1
Elijah Chege, 9,61,70,77,69,0,National Level,0ne,Class Representative,Surgeon,1
Francis Kirui, 9,66,93,60,77,1,County Level,Science Club,Club Leader,Artist,1
David Davis, 8,73,87,69,81,0,School Level,Art Club,Class Representative,Pharmacist,1
Martin Chege, 12,73,58,54,51,1,National Level,0ne,Club Leader,Lawyer,0
Susan Chebet, 11,72,63,,59,0,County Level,Drama Club,,Teacher,0
Elijah Ngoya, 7,96,89,95,97,0,0ne,Music Club,Club Leader,Pharmacist,1
Stephen Mutiso, 8,70,77,93,64,1,County Level,Drama Club,Class Representative,Lawyer,1
Faith Nyakundi, 10,60,75,92,65,1,County Level,Art Club,,Pharmacist,0
Rose Mutiso, 8,61,93,51,57,0,School Level,Debate Club,,Accountant,1
Nelson Chege, 10,86,59,,78,1,School Level,0ne,Class Representative,Surgeon,0
Jacinta Akinyi, 6,81,82,65,90,0,County Level,Music Club,Club Leader,Athlete,0
Francis Mutua, 10,,88,50,93,0,School Level,Science Club,Class Representative,Teacher,1
Kennedy Rono, 10,95,60,78,79,1,School Level,Drama Club,Club Leader,Athlete,0
John Kilonzo, 8,93,75,53,99,1,0ne,Science Club,Class Representative,Pilot,0
Mary Chirchir, 10,100,92,,87,0,0ne,Debate Club,Class Representative,Surgeon,1
Sarah Mwikali, 11,,55,61,67,1,0ne,Music Club,,Teacher,1
Brenda Koome, 9,72,76,70,,0,0ne,0ne,Class Representative,Lawyer,1
Eliud Chege, 9,80,98,,84,0,School Level,Music Club,Club Leader,Pilot,1
Linet Mutiso, 12,60,78,53,93,0,County Level,Music Club,,Accountant,1
Tom Koome, 8,72,97,58,80,0,School Level,Art Club,,Musician,1
Grace Wanjiru, 6,61,50,98,82,1,County Level,Art Club,Class Representative,Engineer,0
David Kamau, 7,67,,,84,1,School Level,Drama Club,Club Leader,Engineer,0
Martin Mutua, 11,98,86,81,,0,County Level,Drama Club,Club Leader,Lawyer,1
Grace Mutiso, 12,89,78,79,58,1,County Level,Art Club,,Musician,1
Kennedy Otieno, 11,58,83,76,50,1,School Level,Drama Club,,Artist,1
Irene Mutua, 8,,59,82,96,1,School Level,Debate Club,Club Leader,Teacher,0
Esther Chebet, 12,56,100,94,79,1,National Level,0ne,Club Leader,Lawyer,1
Mercy Chege, 12,95,100,57,62,1,County Level,0ne,Class Representative,Data Scientist,0
Ian Kibet, 6,60,91,53,84,0,0ne,Debate Club,Club Leader,Accountant,1
Mary Ngoya, 6,92,100,94,82,1,School Level,0ne,Class Representative,Artist,1
Mercy Wamuyu, 11,94,73,93,85,0,National Level,Art Club,Class Representative,Pilot,0
Hannah Akinyi, 12,64,73,85,,0,County Level,Art Club,,Teacher,1
Kevin Rono, 8,52,87,99,96,1,School Level,Art Club,Club Leader,Doctor,0
Samuel Achieng, 10,77,56,61,82,1,County Level,Science Club,,Engineer,0
Esther Otieno, 12,74,50,51,75,1,County Level,Drama Club,,Pharmacist,0
Charles Wairimu, 9,100,63,53,85,0,0ne,Art Club,Club Leader,Athlete,1
Samuel Wanjiru, 11,95,83,52,56,1,School Level,Debate Club,Club Leader,Athlete,1
Lilian Doe, 8,72,87,51,,0,0ne,Music Club,Class Representative,Data Scientist,1
John Davis, 12,97,78,83,99,1,National Level,Science Club,,Teacher,0
Kennedy Kiplangat, 11,58,81,89,,0,County Level,Debate Club,,Engineer,1
Samuel Mwende, 7,59,74,93,66,0,County Level,Art Club,Class Representative,Lawyer,0
David Chege, 10,78,74,62,82,1,School Level,Science Club,Club Leader,Pilot,0
Joseph Nduati, 12,73,79,57,55,0,School Level,Debate Club,Class Representative,Athlete,1
Eliud Kamau, 12,93,74,55,64,0,School Level,0ne,Club Leader,Data Scientist,1
Elijah Makori, 6,60,,84,64,1,National Level,Art Club,,Musician,0
Charles Wanjiku, 9,59,90,93,61,0,County Level,Debate Club,,Engineer,1
Paul Rono, 12,94,63,67,60,0,County Level,Music Club,Class Representative,Accountant,0
Samuel Chirchir, 7,68,73,85,,0,0ne,Art Club,,Pilot,0
Henry Kiplangat, 7,93,51,,59,1,National Level,Drama Club,Club Leader,Artist,1
Rose Kirui, 11,99,90,63,59,1,0ne,Drama Club,Class Representative,Athlete,0
Beatrice Kibet, 8,74,69,79,56,0,National Level,Drama Club,,Pharmacist,1
Andrew Wamuyu, 10,57,58,64,81,1,National Level,Art Club,Class Representative,Surgeon,0
Joseph Kimeu, 6,93,58,81,89,1,County Level,Music Club,,Engineer,1
Martin Oduor, 12,80,68,50,78,0,0ne,0ne,,Data Scientist,1
Ian Oduor, 6,90,,56,92,1,National Level,Drama Club,Class Representative,Pharmacist,0
Lilian Kimeu, 8,98,,85,57,0,School Level,Drama Club,Club Leader,Doctor,1
Faith Rono, 11,74,87,,86,0,School Level,Drama Club,Class Representative,Accountant,1
Agnes Kimeu, 12,67,86,54,80,1,National Level,Art Club,,Musician,1
Dorcas Kariuki, 8,70,54,90,83,0,0ne,0ne,Class Representative,Accountant,0
Agnes Koome, 9,100,56,73,54,0,0ne,Science Club,Class Representative,Surgeon,0
Susan Kariuki, 11,74,83,75,67,1,National Level,Music Club,Class Representative,Pilot,1
Kevin Onyango, 8,99,89,69,63,0,County Level,Art Club,Class Representative,Pilot,0
Sarah Makori, 11,76,,61,94,0,School Level,Drama Club,,Teacher,0
Paul Chirchir, 7,58,59,72,66,0,0ne,Drama Club,Class Representative,Doctor,1
Ian Koome, 10,82,93,74,61,1,County Level,Drama Club,Club Leader,Lawyer,0
Dennis Nduati, 11,80,97,67,68,1,County Level,Music Club,,Engineer,0
Andrew Makori, 7,70,70,96,86,1,School Level,Science Club,,Musician,1
Beatrice Nduati, 10,,93,67,67,0,National Level,Art Club,Club Leader,Pharmacist,1
Mary Njoroge, 8,84,56,52,,0,0ne,Music Club,Class Representative,Pharmacist,0
Ian Mutua, 12,71,80,79,58,1,0ne,Art Club,Class Representative,Artist,0
Rose Kimeu, 7,82,52,100,74,1,National Level,Art Club,Club Leader,Surgeon,0
Joseph Mwikali, 7,58,68,73,75,1,0ne,Music Club,Class Representative,Teacher,1
Lucy Muthama, 8,74,95,75,98,0,0ne,Drama Club,Class Representative,Lawyer,0
Esther Kiprop, 6,85,64,76,98,0,County Level,Debate Club,Class Representative,Athlete,0
Jacinta Davis, 7,55,81,87,,1,County Level,Science Club,Club Leader,Surgeon,1
John Muthama, 9,,64,85,,0,School Level,Music Club,Class Representative,Pilot,0
Francis Achieng, 6,78,63,,56,1,0ne,0ne,Class Representative,Artist,1
Andrew Nduati, 10,67,,51,85,1,National Level,Music Club,Club Leader,Athlete,1
Mary Oduor, 10,,87,73,74,0,County Level,Debate Club,,Teacher,1
Martin Kiprop, 8,,100,98,79,0,0ne,Drama Club,Class Representative,Lawyer,1
Tom Nyakundi, 9,74,68,87,93,1,County Level,Debate Club,Class Representative,Pilot,0
Mary Njoroge, 11,57,86,,76,1,County Level,Drama Club,,Engineer,0
Dorcas Onyango, 10,65,91,56,84,1,0ne,Debate Club,Class Representative,Engineer,0
Dorcas Chirchir, 9,97,,56,84,0,0ne,Music Club,,Musician,1
James Kibet, 12,61,55,54,58,0,National Level,0ne,Club Leader,Pharmacist,0
Samuel Kiplangat, 7,73,69,83,81,1,County Level,Drama Club,,Data Scientist,0
Kevin Koome, 7,57,84,78,69,0,0ne,Drama Club,Class Representative,Lawyer,0
Tom Akinyi, 12,83,80,89,,0,0ne,Music Club,Class Representative,Musician,1
Agnes Mutiso, 9,,,76,61,1,National Level,Music Club,Class Representative,Pilot,0
Kennedy Achieng, 8,73,85,93,53,1,School Level,0ne,Club Leader,Teacher,1
Ann Onyango, 11,,70,71,86,0,School Level,Drama Club,Club Leader,Accountant,1
Samuel Rono, 9,100,73,93,83,1,County Level,Music Club,Class Representative,Accountant,0
Alex Onyango, 9,57,63,65,,1,0ne,0ne,Class Representative,Musician,1
Mercy Ngoya, 7,97,99,60,98,0,National Level,Art Club,,Lawyer,1
Agnes Kibet, 10,96,57,62,64,1,0ne,Art Club,Club Leader,Surgeon,1
Francis Chirchir, 10,55,66,71,100,1,National Level,Debate Club,Club Leader,Data Scientist,0
Alex Otieno, 8,62,65,83,96,0,School Level,0ne,Club Leader,Pilot,1
Hannah Wanjiru, 12,99,76,98,93,0,0ne,Art Club,Club Leader,Accountant,1
Henry Onyango, 10,83,97,63,57,0,National Level,Drama Club,Class Representative,Pilot,0
Agnes Wamuyu, 11,60,69,96,70,0,0ne,0ne,,Accountant,0
Sarah Otieno, 7,96,,83,93,0,School Level,Science Club,,Artist,0
Mercy Kilonzo, 7,,93,,62,0,National Level,0ne,,Engineer,1
Kennedy Kibet, 7,89,58,87,53,1,0ne,Art Club,Club Leader,Teacher,0
Lilian Wairimu, 12,,97,83,79,1,County Level,Debate Club,Class Representative,Surgeon,0
Martin Mutiso, 12,89,79,91,,0,National Level,Science Club,Club Leader,Data Scientist,0
Ann Rono, 7,53,51,93,,1,County Level,Debate Club,,Athlete,1
Francis Wambui, 6,64,93,55,76,0,National Level,Music Club,Club Leader,Artist,0
Faith Kamau, 7,77,76,61,,0,School Level,Music Club,Class Representative,Teacher,0
Francis Mwikali, 7,88,80,89,75,1,National Level,Drama Club,Club Leader,Teacher,1
Beatrice Oduor, 11,85,100,55,95,0,0ne,0ne,Class Representative,Pilot,1
Susan Kigen, 6,58,89,53,60,0,National Level,Music Club,Class Representative,Teacher,0
Irene Mutiso, 7,96,58,92,,0,County Level,Art Club,Club Leader,Lawyer,0
Rose Ochieng, 10,65,89,98,,1,0ne,Science Club,Club Leader,Engineer,1
Grace Atieno, 8,68,55,96,52,1,National Level,Drama Club,Club Leader,Pharmacist,1
Dorcas Chege, 11,91,50,83,,0,School Level,Music Club,,Teacher,1
Stephen Mwende, 11,69,74,,93,1,County Level,0ne,Class Representative,Lawyer,1
Ann Kamau, 12,72,95,,89,1,National Level,Debate Club,Club Leader,Surgeon,1
David Wangechi, 9,52,92,100,82,1,County Level,Debate Club,Club Leader,Pilot,1
Samuel Chirchir, 10,60,91,58,88,1,0ne,Debate Club,Class Representative,Teacher,1
Ann Wangechi, 12,83,64,54,60,1,School Level,Drama Club,Club Leader,Teacher,0
Eliud Mwikali, 11,,84,74,65,0,National Level,Drama Club,,Data Scientist,1
Eliud Mutiso, 9,99,75,98,57,0,National Level,Drama Club,Class Representative,Athlete,1
Lilian Wanjiru, 9,,82,51,72,0,National Level,0ne,Class Representative,Teacher,0
Brenda Makori, 8,60,79,,83,1,0ne,Science Club,,Pilot,1
Esther Mutiso, 7,76,70,77,97,1,School Level,Science Club,,Doctor,0
Grace Koome, 11,86,80,58,60,0,0ne,Debate Club,Class Representative,Pilot,0
Mary Juma, 11,59,72,75,65,0,0ne,0ne,Club Leader,Musician,1
Agnes Koome, 10,94,60,65,59,0,County Level,Debate Club,Club Leader,Accountant,0
Susan Njoroge, 12,62,74,,75,1,National Level,Art Club,Club Leader,Athlete,1
Lucy Otieno, 6,61,59,98,78,0,School Level,Science Club,Club Leader,Musician,1
Martin Kibera, 12,94,55,87,60,0,National Level,0ne,,Accountant,1
Dennis Chirchir, 6,54,,,79,1,School Level,Music Club,Class Representative,Musician,1
Rose Otieno, 10,100,75,97,53,0,National Level,Music Club,,Engineer,1
Peter Wangechi, 11,88,99,,91,0,County Level,Art Club,,Accountant,0
Lucy Mutiso, 9,82,74,74,,1,0ne,Science Club,Club Leader,Engineer,0
Mary Koome, 8,52,99,62,53,1,National Level,Drama Club,Class Representative,Lawyer,1
Linet Kimeu, 8,69,75,60,64,1,National Level,Music Club,Club Leader,Athlete,1
Sarah Wanjiku, 11,63,53,53,,1,School Level,Music Club,Club Leader,Doctor,1
Mary Kimeu, 8,82,75,54,94,0,County Level,Art Club,Class Representative,Accountant,1
Martin Kilonzo, 12,75,95,,87,0,0ne,Science Club,,Athlete,0
Beatrice Kiprop, 11,51,67,84,89,0,National Level,Debate Club,Class Representative,Pharmacist,1
Samuel Njoroge, 11,77,73,82,,0,National Level,Music Club,Club Leader,Doctor,1
Elijah Akinyi, 8,91,60,80,92,1,0ne,Art Club,Class Representative,Doctor,0
Samuel Rono, 9,58,99,85,85,0,County Level,Music Club,Club Leader,Data Scientist,1
John Wanjiru, 9,,81,98,67,0,0ne,Debate Club,,Accountant,1
James Kariuki, 7,,87,57,64,0,National Level,Music Club,,Surgeon,0
Stephen Juma, 8,61,91,,68,0,County Level,Science Club,,Data Scientist,0
Faith Wairimu, 9,67,61,,,0,School Level,Art Club,,Data Scientist,0
Dennis Wanjiru, 12,56,,57,67,1,School Level,Science Club,,Pharmacist,1
Lucy Wamuyu, 8,91,78,99,93,0,School Level,Debate Club,,Engineer,0
David Njoroge, 12,95,51,53,73,1,School Level,Debate Club,,Athlete,1
Tom Kilonzo, 11,90,100,73,94,0,National Level,Music Club,Club Leader,Pilot,0
Grace Nyambura, 11,,54,61,72,1,National Level,Science Club,Class Representative,Engineer,1
Andrew Kibera, 11,62,83,,88,1,0ne,Art Club,Class Representative,Doctor,0
David Davis, 12,93,96,53,67,0,County Level,0ne,,Data Scientist,1
Ann Nduati, 11,64,50,63,89,0,0ne,Debate Club,Class Representative,Engineer,1
Samuel Ngoya, 10,67,66,,62,0,County Level,Science Club,Class Representative,Doctor,1
Tom Wanjiru, 9,77,93,71,52,0,0ne,0ne,,Surgeon,0
Paul Kibera, 12,,79,87,54,1,0ne,0ne,Class Representative,Surgeon,1
Irene Kariuki, 11,63,67,,74,0,County Level,Debate Club,Class Representative,Engineer,0
Beatrice Wanjiku, 10,100,89,76,83,1,National Level,Science Club,,Artist,1
Dorcas Kilonzo, 12,56,64,54,63,1,County Level,Science Club,Class Representative,Accountant,0
Nelson Koome, 11,54,,95,56,1,County Level,Debate Club,Class Representative,Doctor,1
Beatrice Kigen, 9,92,60,60,66,1,National Level,Science Club,Class Representative,Surgeon,1
Kennedy Wamuyu, 7,92,96,81,56,1,National Level,Drama Club,Club Leader,Surgeon,0
Agnes Kimeu, 9,72,77,56,84,1,National Level,Science Club,Club Leader,Pharmacist,1
Mary Kimeu, 6,71,63,75,83,0,County Level,Debate Club,Club Leader,Musician,1
Mercy Chege, 6,77,80,65,87,1,0ne,Debate Club,Class Representative,Doctor,1
Esther Doe, 7,81,97,97,55,0,National Level,Debate Club,Class Representative,Accountant,0
Peter Kiplangat, 8,87,55,100,57,1,County Level,Debate Club,,Engineer,0
Joseph Davis, 11,64,90,54,66,1,County Level,0ne,Class Representative,Artist,0
David Akinyi, 12,89,64,90,59,0,National Level,Art Club,Class Representative,Artist,0
Rose Muthama, 9,52,100,100,86,0,National Level,Music Club,,Pilot,0
Esther Koome, 8,67,53,86,52,1,0ne,Music Club,Club Leader,Athlete,1
Samuel Nyambura, 10,94,,71,94,0,0ne,Science Club,Club Leader,Engineer,1
Eliud Koome, 12,54,51,53,68,1,County Level,0ne,,Athlete,0
Francis Kigen, 12,,,52,87,1,0ne,Debate Club,Club Leader,Accountant,1
John Kariuki, 10,84,91,80,74,0,County Level,0ne,Club Leader,Accountant,1
Jacinta Otieno, 6,87,63,90,83,1,County Level,Music Club,Class Representative,Data Scientist,1
Eliud Kilonzo, 7,82,97,97,98,0,School Level,Science Club,Class Representative,Lawyer,0
Joseph Atieno, 9,93,97,83,97,0,County Level,Art Club,Class Representative,Data Scientist,0
Joseph Simiyu, 6,65,98,78,65,0,School Level,0ne,Class Representative,Athlete,1
David Mutiso, 9,,61,,,0,0ne,Drama Club,,Accountant,0
David Chege, 6,,,51,53,1,0ne,Drama Club,Club Leader,Pharmacist,0
Dorcas Ngoya, 9,96,76,58,82,1,0ne,0ne,Class Representative,Accountant,1
Peter Mutiso, 12,79,85,,,0,National Level,0ne,Class Representative,Pharmacist,1
Faith Onyango, 7,,61,81,96,1,0ne,Debate Club,,Lawyer,0
Faith Njoroge, 7,83,86,91,80,1,0ne,0ne,Class Representative,Artist,0
Nelson Juma, 11,80,87,55,89,1,0ne,Drama Club,Club Leader,Accountant,1
Rose Wanjiru, 12,,95,97,58,1,0ne,Drama Club,Class Representative,Artist,0
Paul Kibera, 11,54,72,60,69,1,County Level,Debate Club,,Pharmacist,1
Rose Wambui, 9,50,97,60,90,1,National Level,Debate Club,Class Representative,Accountant,1
Rose Simiyu, 8,83,79,70,90,0,School Level,Science Club,Class Representative,Musician,1
David Nduati, 9,73,90,63,75,1,0ne,Drama Club,,Musician,1
Dorcas Chirchir, 6,85,73,62,56,0,National Level,Debate Club,Club Leader,Artist,0
Lucy Mutiso, 10,,82,75,76,1,0ne,0ne,Class Representative,Accountant,0
Nelson Ngoya, 6,79,67,96,85,0,0ne,Art Club,Club Leader,Lawyer,1
Susan Kariuki, 6,,94,53,82,1,National Level,Art Club,,Athlete,1
Rose Oduor, 9,89,66,61,92,0,County Level,Art Club,,Artist,0
Ann Chebet, 6,72,95,96,58,0,County Level,Drama Club,,Athlete,0
Stephen Simiyu, 11,83,,63,99,0,County Level,Music Club,Club Leader,Artist,1
Kevin Nyambura, 9,90,96,52,67,1,National Level,Art Club,Club Leader,Surgeon,0
Charles Wamuyu, 10,84,84,,57,0,0ne,Drama Club,Club Leader,Doctor,1
Andrew Doe, 10,69,82,,,0,School Level,Science Club,Club Leader,Data Scientist,0
Ann Atieno, 9,66,75,76,76,0,0ne,Drama Club,,Doctor,0
David Kiprop, 6,83,80,95,72,1,0ne,Debate Club,Class Representative,Pharmacist,1
Kennedy Oduor, 11,75,80,56,83,1,County Level,Music Club,Class Representative,Doctor,1
Martin Achieng, 7,98,75,86,78,1,0ne,Art Club,Class Representative,Doctor,0
Stella Kibet, 6,56,97,63,96,1,National Level,Science Club,,Lawyer,1
Rose Oduor, 9,95,79,73,65,1,School Level,Art Club,Class Representative,Artist,0
Stephen Wairimu, 11,94,97,92,69,1,School Level,Drama Club,,Accountant,1
Charles Kiprop, 8,73,50,96,57,0,County Level,Music Club,Club Leader,Pharmacist,0
Linet Koome, 8,57,58,57,76,0,School Level,Debate Club,Class Representative,Pharmacist,1
Kennedy Wangechi, 7,,78,58,75,1,National Level,Art Club,Class Representative,Artist,1
Sarah Oduor, 6,86,,,83,0,National Level,Science Club,Club Leader,Engineer,0
Esther Koome, 8,75,72,93,87,1,National Level,Art Club,Club Leader,Engineer,1
Francis Wambui, 6,84,68,72,63,0,County Level,Drama Club,,Pharmacist,0
Irene Kigen, 7,85,58,53,74,0,National Level,Drama Club,Club Leader,Doctor,0
Samuel Njoroge, 11,70,65,100,81,1,County Level,Drama Club,Class Representative,Accountant,0
Rose Wanjiru, 7,70,69,78,75,1,0ne,Art Club,Class Representative,Pharmacist,1
Henry Simiyu, 11,75,99,77,61,0,0ne,0ne,Club Leader,Artist,1
Ann Otieno, 10,92,82,65,66,0,0ne,0ne,,Data Scientist,0
Esther Simiyu, 7,52,64,,51,1,School Level,Debate Club,Club Leader,Musician,0
Agnes Koome, 7,73,80,65,95,1,County Level,Art Club,Club Leader,Athlete,1
Elijah Kibet, 10,74,61,100,93,0,School Level,Art Club,,Teacher,1
Nelson Kibera, 10,62,86,67,93,1,National Level,Debate Club,Club Leader,Pharmacist,1
Joseph Juma, 9,50,67,78,70,0,School Level,Music Club,Class Representative,Lawyer,0
Francis Kibet, 6,94,85,78,84,0,School Level,0ne,,Data Scientist,1
Joseph Atieno, 10,95,57,81,67,0,County Level,Debate Club,,Doctor,1
Eliud Kariuki, 11,53,59,70,73,1,School Level,Science Club,Club Leader,Doctor,0
Elijah Doe, 10,90,55,55,98,1,0ne,0ne,Club Leader,Pharmacist,1
Brenda Oduor, 8,89,86,81,,1,School Level,Debate Club,,Pilot,0
Charles Wambui, 6,91,99,,54,1,National Level,Science Club,Club Leader,Surgeon,0
Esther Mutiso, 9,50,58,71,60,0,School Level,Debate Club,,Doctor,0
Rose Chebet, 9,83,74,91,78,1,0ne,Art Club,Class Representative,Doctor,1
Peter Njoroge, 10,85,,50,,1,County Level,Art Club,Club Leader,Athlete,0
Stella Oduor, 10,61,57,85,56,1,0ne,Debate Club,Class Representative,Accountant,0
Paul Otieno, 12,72,69,56,,0,0ne,Science Club,,Accountant,0
John Nyakundi, 6,79,55,91,66,1,National Level,Drama Club,Club Leader,Doctor,1
Ann Chebet, 7,82,61,59,91,0,School Level,Drama Club,Club Leader,Doctor,0
Martin Otieno, 8,63,58,86,89,0,School Level,Art Club,Class Representative,Accountant,1
Lilian Atieno, 6,64,50,98,99,1,County Level,0ne,Club Leader,Musician,0
Kennedy Wanjiku, 12,96,81,73,98,0,National Level,Debate Club,,Athlete,0
Ann Nduati, 11,,57,74,57,0,County Level,Debate Club,Class Representative,Artist,0
Agnes Mwikali, 9,69,69,86,52,0,School Level,Science Club,Club Leader,Accountant,0
Ian Kamau, 7,71,56,60,97,1,National Level,Debate Club,Class Representative,Pharmacist,1
Esther Doe, 9,80,80,71,90,0,National Level,Music Club,,Artist,0
Lilian Kilonzo, 6,51,81,62,52,1,School Level,Debate Club,Club Leader,Lawyer,0
Tom Otieno, 10,53,58,77,87,1,National Level,Art Club,Club Leader,Athlete,0
Esther Rono, 11,54,68,79,84,1,County Level,Science Club,Club Leader,Musician,1
Sarah Njoroge, 8,70,98,60,63,0,County Level,Art Club,,Accountant,0
John Oduor, 11,88,67,50,54,1,0ne,Art Club,Class Representative,Data Scientist,0
Ann Chirchir, 10,87,55,64,54,0,National Level,Music Club,,Athlete,1
David Mwikali, 12,70,57,100,85,0,0ne,0ne,,Musician,0
Linet Ngoya, 8,,83,97,97,1,National Level,Art Club,Class Representative,Surgeon,0
Esther Ngoya, 8,79,72,56,52,0,County Level,Drama Club,,Athlete,0
Faith Chege, 11,69,,74,73,1,School Level,Science Club,Class Representative,Artist,0
Kevin Kiprop, 9,97,96,75,93,1,National Level,Drama Club,Club Leader,Pharmacist,0
Fredrick Chege, 11,,95,62,,1,School Level,Debate Club,Class Representative,Musician,0
Paul Doe, 6,85,97,99,73,0,National Level,Science Club,,Lawyer,0
Paul Makori, 6,84,55,,87,0,County Level,Debate Club,Club Leader,Teacher,1
Kevin Wangechi, 9,65,87,65,92,1,County Level,Drama Club,Club Leader,Artist,0
Rose Mutua, 12,59,66,58,72,1,0ne,Art Club,Class Representative,Musician,0
Nelson Wanjiru, 6,99,50,100,81,1,National Level,Music Club,,Pharmacist,0
David Otieno, 10,77,74,100,,1,0ne,0ne,,Doctor,1
Paul Wamuyu, 12,,100,87,91,0,County Level,Art Club,Class Representative,Surgeon,0
Hannah Kiprop, 7,66,79,75,85,1,0ne,Science Club,Club Leader,Artist,1
Linet Mutua, 7,70,63,99,51,0,School Level,0ne,Class Representative,Teacher,1
Rose Kibera, 7,88,65,73,66,1,National Level,0ne,Club Leader,Data Scientist,1
Samuel Onyango, 10,77,71,95,78,0,School Level,0ne,,Pilot,1
Faith Kimeu, 7,52,73,88,66,0,0ne,Science Club,Club Leader,Data Scientist,0
Samuel Oduor, 11,65,53,75,76,0,County Level,Music Club,Class Representative,Pharmacist,0
Kennedy Nyambura, 8,82,99,56,58,0,National Level,Science Club,Class Representative,Pilot,1
David Chirchir, 11,68,100,,99,1,County Level,0ne,,Pilot,1
Brenda Chege, 12,65,68,56,83,1,County Level,Art Club,Club Leader,Pilot,0
Hannah Njoroge, 12,75,83,75,68,0,County Level,Art Club,Class Representative,Accountant,0
Stephen Mutiso, 8,59,88,82,53,1,County Level,0ne,Class Representative,Doctor,1
David Wanjiku, 7,81,50,70,70,1,County Level,Music Club,,Engineer,0
Jacinta Mwende, 12,80,89,96,75,1,0ne,Debate Club,Club Leader,Doctor,0
